INDTITLE,IND_2000
Transit mixed concrete (mfg.),257
Transit railway,618
"Transits, surveyors' (mfg.)",338
Translation service,749
"Transmission belts, leather (mfg.)",179
"Transmission belts, rubber (mfg.)",239
"Transmission equipment, electrical (whsl.)",419
"Transmission fluid, made from petroleum (mfg.)",209
Transmission line (const.),077
Transmission of electric power,057
Transmission of natural gas,627
Transmission towers (mfg.),287
Transmission voltage regulators (mfg.),349
"Transmission, housing and parts, motor vehicle (mfg.)",357
"Transmissions, aircraft (mfg.)",358
"Transmissions, auto (mfg.)",357
"Transmissions, farm tractors (mfg.)",307
Transmitting electron tubes (mfg.),339
Transport bus,618
"Transport co., motor freight",617
"Transport co., trucking",617
Transportation agency,629
Transportation brokerage,629
Transportation bus,618
"Transportation company headquarters, district, and regional offices",757
"Transportation equipment, exc. motor vehicles (whsl.)",427
"Transportation equipment, motor vehicles (whsl.)",407
Transportation rate service,629
Transportation services,629
Transportation supplies (whsl.),427
"Transportation, Great Lakes and St. Lawrence Seaway",609
"Transportation, air",607
"Transportation, arrangement of",629
"Transportation, canal",609
"Transportation, coastal waterways",609
"Transportation, coastwise",609
"Transportation, elevated",618
"Transportation, intercoastal",609
"Transportation, ocean",609
"Transportation, railroad",608
"Transportation, river",609
"Transportation, sightseeing bus",628
"Transportation, street railway",618
"Transportation, suburban railway",618
"Transportation, subway",618
"Transportation, trucking",617
"Transportation, urban railway",618
"Transportation, water",609
"Trap racks, clay targets (mfg.)",397
Trap rock (ext.),047
Trapping animals,028
"Traps, animal (mfg.)",298
"Traps, concrete (mfg.)",257
"Traps, drummers' (mfg.)",398
"Traps, fish (mfg.)",298
"Traps, steam (mfg.)",298
"Traps, water (mfg.)",298
Trash collection,779
Trash collection contractors,779
Trash disposal,779
Trash hauling with collection service,779
"Trash hauling, without collection service",617
"Trash racks, metal (mfg.)",287
Travel agency,767
Travel agency and reservations,767
Travel bureau,767
Travel office,767
Travel trailers (mfg.),357
Travelers' Aid Society,837
Travelers' check co.,689
Traveling bags (mfg.),179
Traveling show,856
Travertine (ext.),047
Trawl twine (mfg.),159
Trawler building (mfg.),368
Trawler repairing (mfg.),629
Trawling,028
"Trays, bagasse (mfg.)",387
"Trays, fiber (mfg.)",189
"Trays, glass (mfg.)",249
"Trays, jewelry (mfg.)",398
"Trays, metal, exc. wire (mfg.)",278
"Trays, photographic printing (mfg.)",309
"Trays, photographic processing (mfg.)",309
"Trays, plastic (mfg.)",237
"Trays, rubber (mfg.)",239
"Trays, wicker (mfg.)",387
"Trays, wire (mfg.)",298
"Trays, wooden (mfg.)",387
Treated structural lumber (mfg.),377
"Treating fabrics to resist fire, mildew, or water",149
Treating wood products (mfg.),377
Tree bracing service,777
Tree expert co.,777
Tree farm,019
Tree nursery,017
Tree planting,777
Tree pruning service,777
Tree seed extracting,019
Tree seed gathering,019
Tree spraying service,777
Tree surgery,777
Tree topping co.,777
Tree trimming,777
"Trellises, wooden (mfg.)",387
Tremolite (ext.),047
Trenching (const.),077
"Tribal chief's or chairman's office, American Indian or Alaska Native",937
"Tribal councils, American Indian or Alaska Native",937
"Trible courts, American Indian or Alaska Native",947
"Tricycles, exc. metal (mfg.)",397
"Tricycles, metal (mfg.)",369
"Trim, metal, auto (mfg.)",357
"Trim, metal, exc. auto (mfg.)",287
Trimmed hats (mfg.),169
Trimmings (ret.),528
Trimmings (whsl.),439
"Trimmings, coat (mfg.)",169
"Trimmings, fabric (mfg.)",169
"Trimmings, feather (mfg.)",398
"Trimmings, felt, nonwoven (mfg.)",148
"Trimmings, felt, woven (mfg.)",148
"Trimmings, fur (mfg.)",169
"Trimmings, men's hat (mfg.)",169
"Trimmings, narrow-fabric (mfg.)",148
"Trimmings, shoe (mfg.)",179
"Trimmings, trunk, metal (mfg.)",298
Tripe (mfg.),118
"Tripods, camera (mfg.)",309
"Tripods, projector (mfg.)",309
Tripoli (ext.),047
Tripoli (mfg.),259
Tripping transformers (mfg.),349
Trocars (mfg.),396
Trolley bus poles (mfg.),367
Trolley bus service,618
"Trolley bus, trackless (mfg.)",367
Trolley car (mfg.),367
Trolley car service,618
"Trolley line material, overhead (mfg.)",349
Trombones (mfg.),398
Trona (ext.),047
Trophies (whsl.),429
"Trophies, exc. sterling silver (mfg.)",298
"Trophies, silver-plated (mfg.)",298
Trophy shop (ret.),558
Tropical foods (whsl.),447
Trouble lights (mfg.),349
"Trouser pressers, electric (mfg.)",347
Trousers (mfg.),168
Trousers (whsl.),439
Trout farm,018
Trowels (mfg.),279
"Truck \ any not listed--See ""Auto""",
"Truck and\or trailer parts, new (whsl.)",407
Truck beds (mfg.),357
Truck bodies (mfg.),357
Truck bodies (whsl.),407
Truck cabs (mfg.),357
Truck campers (whsl.),407
Truck cap (ret.),469
Truck carting,617
Truck fleet,617
Truck freight line,617
Truck hardware (mfg.),298
Truck leasing without driver,708
"Truck leasing, exc. industrial trucks and finance leasing, without driver",708
"Truck leasing, with driver",617
Truck line,617
"Truck rental, exc. industrial, without driver",708
"Truck repair shop, exc. with truck sales",877
Truck repair with truck sales (ret.),467
Truck sales and service (ret.),467
Truck sales and service (whsl.),407
Truck stop \ n.s. (ret.),509
"Truck stop, gift or souvenir sales occupations (ret.)",557
"Truck stop, motel with motel type occupations",866
"Truck stop, pumping gasoline, or servicing car (ret.)",509
"Truck stop, restaurant",509
Truck tops (mfg.),357
Truck tractors (mfg.),357
Truck tractors (whsl.),407
Truck trailer body shops,877
Truck trailer leasing,708
Truck trailers (mfg.),357
"Truck trailers, industrial (mfg.)",308
Truck washes,878
"Truck, hand (mfg.)",319
Trucking \ specified or n.s.,617
Trucking and storage,617
Trucking business,617
Trucking co.,617
Trucking contractors,617
Trucking firm,617
Trucking freight,617
Trucking garage,617
"Trucking terminal, exc. independent",617
"Trucking terminal, independent",629
"Trucking terminal, independent of truck co.",629
Trucking timber,617
"Trucking, local and long distance",617
Trucks (ret.),467
"Trucks, horse drawn (mfg.)",369
"Trucks, industrial, exc. motor vehicles (mfg.)",319
"Trucks, industrial, exc. motor vehicles (whsl.)",427
"Trucks, industrial, motor vehicles (mfg.)",357
"Trucks, industrial, motor vehicles (whsl.)",407
"Trucks, mining (mfg.)",308
"Trucks, motor vehicles (mfg.)",357
"Trucks, motor vehicles (whsl.)",407
"Trucks, new and used (ret.)",467
"Trucks, new and used (whsl.)",407
"Trucks, used (ret.)",467
"Trucks, used (whsl.)",407
Trumpets (mfg.),398
Trunk hardware (mfg.),298
Trunk locks (mfg.),298
"Trunk slats, wooden (mfg.)",387
Trunks (mfg.),179
Trunks (ret.),519
"Truss plates, metal (mfg.)",287
"Trusses, abdominal (mfg.)",396
"Trusses, orthopedic (mfg.)",396
"Trusses, surgical (mfg.)",396
"Trusses, wood (mfg.)",378
Trust co.,689
"Trust fund, private",697
Trustee's office \ any not listed,697
"Trustee's office, real estate",707
"Trustee's office, religious",916
"Trustees office GOV--See ""City or State""",
"Trustees' office, college or university",787
Try squares (mfg.),279
Tube testers (mfg.),338
Tuberculins (mfg.),219
Tuberculosis association \ n.s.,917
"Tuberculosis association, fund raising",917
"Tuberculosis association, research",746
Tubes collapsible (mfg.),298
Tubes porcelain (mfg.),247
"Tubes test, glass (mfg.)",249
"Tubes, aluminum (mfg.)",268
"Tubes, cathode ray (mfg.)",339
"Tubes, copper (mfg.)",269
"Tubes, electric light (i.e. fluorescent) (mfg.)",349
"Tubes, electron (mfg.)",339
"Tubes, fiber (mfg.)",188
"Tubes, heavy riveted (mfg.)",267
"Tubes, inner (mfg.)",238
"Tubes, klystron (mfg.)",339
"Tubes, lead (mfg.)",269
"Tubes, paper (mfg.)",188
"Tubes, petroleum refinery equipment (mfg.)",319
"Tubes, plastic (mfg.)",237
"Tubes, radio (mfg.)",339
"Tubes, rubber (mfg.)",239
"Tubes, television (mfg.)",339
"Tubes, welded (mfg.)",268
"Tubes, x-ray (mfg.)",338
Tubing glass (mfg.),249
Tubing quartz (mfg.),259
"Tubing textile, varnished (mfg.)",149
"Tubing, cotton (mfg.)",148
"Tubing, flexible (mfg.)",298
"Tubing, knit cloth (mfg.)",167
"Tubing, plastic (mfg.)",237
"Tubing, rubber (mfg.)",239
"Tubing, seamless metal (mfg.)",267
"Tubs, bath, metal (mfg.)",298
"Tubs, laundry, fiberglass (mfg.)",237
"Tubs, laundry, metal (mfg.)",298
"Tubs, wooden (mfg.)",387
Tuck pointing (const.),077
Tucking for the trade (mfg.),159
"Tucking, custom work",169
Tufting machines (mfg.),319
"Tugboats, building (mfg.)",368
"Tugboats, operation",629
"Tugboats, repairing (mfg.)",629
"Tumblers, glass (mfg.)",249
Tuna fish catching,028
Tuna fish packing (mfg.),128
"Tuna fish, canned (mfg.)",128
"Tuners, FM and AM (mfg.)",337
Tung cake (mfg.),107
Tung meal (mfg.),107
Tung nut extraction,029
Tung nut farm,017
Tung nut gathering,019
Tung oil (mfg.),107
Tung oil farm,017
Tungsten basic shapes (mfg.),269
Tungsten carbide (mfg.),259
Tungsten mill (ext.),039
Tungsten ore (ext.),039
Tunnel (const.),077
"Tunnel lining, metal (mfg.)",287
Tunnel operation,629
"Tunnels, wind (mfg.)",287
Tupperware parties (ret.),569
Tupperware products (whsl.),458
"Turbines, aircraft (mfg.)",358
"Turbines, exc. aircraft (mfg.)",318
"Turbo superchargers, aircraft (mfg.)",358
"Turbo-blowers, industrial (mfg.)",319
Turbo-generators (mfg.),318
"Turkey killing, dressing, and packing (mfg.)",118
Turkey processing plant (mfg.),118
Turkish bath,899
"Turn indicators, aircraft (mfg.)",338
Turned wooden articles (mfg.),387
"Turning machines, lathes (mfg.)",317
"Turnings, furniture, wood (mfg.)",389
Turnpike (const.),077
Turnpike commission,629
Turnpike operation,629
Turpentine (mfg.),229
Turpentine (whsl.),438
Turpentine farm,019
"Turpentine still, woods",019
Turpentine stumping,019
Turquoise (ext.),047
"Turret drives, aircraft (mfg.)",358
"Turrets, aircraft (mfg.)",358
Turtle catching,028
"Tutoring, academic, services",789
Tuxedos (mfg.),168
Twills (mfg.),148
Twine (mfg.),159
Twine (whsl.),427
Twist drills (mfg.),317
Twisted jute packing (mfg.),159
Twisted paper rugs (mfg.),157
Twisting yarn (mfg.),147
"Type cases, printers' (mfg.)",319
Type casting machines (mfg.),319
Type melting machines (mfg.),319
Type metal (mfg.),269
"Type, rubber (mfg.)",239
Typesetting for the printing trade (mfg.),199
Typesetting machines (mfg.),319
Typewriter exchange (ret.),479
"Typewriter parts, exc. ribbons (mfg.)",309
Typewriter ribbons (mfg.),398
Typewriter sales and service (ret.),479
Typewriter store (ret.),479
Typewriter supplies (ret.),479
Typewriters (mfg.),309
Typewriters (ret.),479
Typewriters (whsl.),417
Typewriters and parts (ret.),479
Typewriters and supplies (whsl.),417
Typing service,759
Typographic numbering machines (mfg.),319
Typography (mfg.),199
U-Haul,708
U-drive-it co.,708
U.S. A.S.C.S  (Agricultural Stabilization and Conservation Service),957
U.S. Academy of Sciences,746
"U.S. Accounts, Bureau of",938
U.S. Administration on Aging,948
U.S. Aeronautics and Space Administration,957
U.S. Agency any specified not listed--Code by industry activity,
U.S. Agency on Aging,917
U.S. Agricultural Extension Service,957
U.S. Agricultural Research Service,957
U.S. Agriculture Department of \ any not listed,957
"U.S. Agriculture Department of, Forest Service",019
"U.S. Agriculture Department of, Graduate School",787
U.S. Air Force (Active duty personnel--No civilian employees),968
U.S. Air Force Academy,787
U.S. Air Force Base Exchange (ret.),539
U.S. Air Force Medical Service,959
U.S. Air Force Officers Mess (ret.),868
"U.S. Air Force base, including laundry",959
"U.S. Air Force base--See ""U.S. military base""",
U.S. Air Force exchange service (ret.),539
U.S. Air Force hospital,819
"U.S. Air Force, Department of the",959
U.S. Alaska Railroad,608
U.S. Alaska Road Commission (const.),077
U.S. Alcohol and Tobacco Tax Division,938
U.S. American Battle Monuments Commission,948
U.S. Ames Research Center,746
"U.S. Apprenticeship and Training, Bureau of",948
"U.S. Architecture, Bureau of",939
U.S. Archives,939
U.S. Armed Forces Staff College,787
"U.S. Armed Forces \ n.s.--Active duty personnel only, no civilian employees",979
U.S. Armed Forces of Foreign Countries,959
U.S. Armed Forces--Code active duty personnel to their branch of service,
U.S. Army (Active duty personnel--No civilian employees),967
U.S. Army Aeronautical Main Depot,959
U.S. Army Chemical Center,959
U.S. Army Corps of Engineers (const.),077
U.S. Army Finance Center,959
U.S. Army Materiel Command,959
U.S. Army Medical Library,959
U.S. Army Medical Service,959
U.S. Army Officers Mess (ret.),868
U.S. Army Ordnance Department,959
U.S. Army Post Exchange (ret.),539
U.S. Army Records Center,959
U.S. Army Security Agency,959
U.S. Army Topographic Command,959
U.S. Army base laundry,959
"U.S. Army base--See ""U.S. military base""",
U.S. Army camp,959
U.S. Army depot,959
U.S. Army exchange service (ret.),539
U.S. Army hospital,819
U.S. Army post,959
U.S. Army recruiting station,959
U.S. Army transport ship,609
"U.S. Army, Department of the",959
U.S. Assay Office,729
U.S. Assistance Payments Administration,948
U.S. Atomic Energy Commission,957
"U.S. Attorney General, Office of",947
"U.S. Aviation Administration, exc. Air Traffic Control",957
U.S. B.X. (ret.),539
U.S. Bankruptcy Court,947
U.S. Banks for Cooperatives,689
U.S. Board of Governors of the Federal Reserve System,938
U.S. Bonneville Power Administration,057
U.S. Bonneville Power Commission,057
U.S. Botanic Garden Conservatory,857
U.S. Botanic Garden Nursery,017
U.S. Business and Defense Services Administration,959
U.S. CPSC (Consumer Products Safety Commission),957
U.S. Capital Planning Commission,949
U.S. Capitol,937
"U.S. Census, Bureau of the",957
U.S. Center for Disease Control,948
U.S. Center for Health Statistics,948
U.S. Central Intelligence Agency,959
U.S. Chamber of Commerce  PR NON,919
"U.S. Child Support Enforcement, Office of",948
U.S. Childrens Bureau Agency of H.H.S.,948
U.S. Circuit Court of Appeals,947
U.S. Civil Rights Commission,939
U.S. Civil Service Commission,939
U.S. Coast Guard (Active duty personnel--No civilian employees),978
U.S. Coast Guard Academy,787
U.S. Coast Guard station,957
U.S. Coast and Geodetic Survey,949
"U.S. Commerce, Department of",957
"U.S. Commercial Fisheries, Bureau of",949
U.S. Commodity Credit Corporation,689
U.S. Commodity Futures Exchange Trading Commission,957
U.S. Communicable Disease Center,948
U.S. Communications Commission,957
U.S. Community Relations Service,949
"U.S. Comptroller of the Currency, Office of the",938
U.S. Congress,937
U.S. Congressional Library,677
U.S. Consumer Products Safety Commission,957
U.S. Cooperative Loan Association  PR NON,689
"U.S. Copyright Office, Library of Congress",677
U.S. Corps of Engineers (const.),729
U.S. Court of Appeals,947
U.S. Court of Claims,947
U.S. Court of Customs and Patent Appeals,947
U.S. Court of Military Appeals,959
U.S. Credit Union Administration,688
U.S. Crop Insurance Corporation,699
U.S. Crop Production Loan Office,689
U.S. Currency Redemption Division,938
U.S. Customs Court,947
U.S. Customs Service,938
"U.S. Customs, Bureau of",938
U.S. D.A. (Department of Agriculture) \ any not listed,957
"U.S. D.A. (Department of Agriculture), Forest Service",019
